origin1-1,gpt-3.5-turbo,0.2,0.44472837
origin1-1,gpt-3.5-turbo,1.3,0.41219258
origin1-2,gpt-3.5-turbo,0.2,0.20914063
origin1-2,gpt-3.5-turbo,1.3,0.2293151
origin1-3,gpt-3.5-turbo,0.2,0.2293703
origin1-3,gpt-3.5-turbo,1.3,0.29698193
origin1-4,gpt-3.5-turbo,0.2,0.1984179
origin1-4,gpt-3.5-turbo,1.3,0.21756701
origin1-5,gpt-3.5-turbo,0.2,0.29082885
origin1-5,gpt-3.5-turbo,1.3,0.2732448
origin10-1,gpt-3.5-turbo,0.2,0.49644202
origin10-1,gpt-3.5-turbo,1.3,0.42033267
origin10-2,gpt-3.5-turbo,0.2,0.45657352
origin10-2,gpt-3.5-turbo,1.3,0.47947133
origin10-3,gpt-3.5-turbo,0.2,0.52755857
origin10-3,gpt-3.5-turbo,1.3,0.5653724
origin10-4,gpt-3.5-turbo,0.2,0.52047366
origin10-4,gpt-3.5-turbo,1.3,0.5299615
origin10-5,gpt-3.5-turbo,0.2,0.57028204
origin10-5,gpt-3.5-turbo,1.3,0.56866485
origin2-1,gpt-3.5-turbo,0.2,0.34223986
origin2-1,gpt-3.5-turbo,1.3,0.34400147
origin2-2,gpt-3.5-turbo,0.2,0.37325206
origin2-2,gpt-3.5-turbo,1.3,0.34205192
origin2-3,gpt-3.5-turbo,0.2,0.44789392
origin2-3,gpt-3.5-turbo,1.3,0.48374984
origin2-4,gpt-3.5-turbo,0.2,0.37397555
origin2-4,gpt-3.5-turbo,1.3,0.39608577
origin2-5,gpt-3.5-turbo,0.2,0.44690493
origin2-5,gpt-3.5-turbo,1.3,0.49024034
origin3-1,gpt-3.5-turbo,0.2,0.30334455
origin3-1,gpt-3.5-turbo,1.3,0.3195578
origin3-2,gpt-3.5-turbo,0.2,0.46242088
origin3-2,gpt-3.5-turbo,1.3,0.36175326
origin3-3,gpt-3.5-turbo,0.2,0.34720647
origin3-3,gpt-3.5-turbo,1.3,0.3619879
origin3-4,gpt-3.5-turbo,0.2,0.31912136
origin3-4,gpt-3.5-turbo,1.3,0.37044728
origin3-5,gpt-3.5-turbo,0.2,0.36945793
origin3-5,gpt-3.5-turbo,1.3,0.37317172
origin4-1,gpt-3.5-turbo,0.2,0.4320203
origin4-1,gpt-3.5-turbo,1.3,0.4353509
origin4-2,gpt-3.5-turbo,0.2,0.2933934
origin4-2,gpt-3.5-turbo,1.3,0.36348188
origin4-3,gpt-3.5-turbo,0.2,0.35983032
origin4-3,gpt-3.5-turbo,1.3,0.36357272
origin4-4,gpt-3.5-turbo,0.2,0.42092404
origin4-4,gpt-3.5-turbo,1.3,0.4321242
origin4-5,gpt-3.5-turbo,0.2,0.33762577
origin4-5,gpt-3.5-turbo,1.3,0.3749146
origin5-1,gpt-3.5-turbo,0.2,0.25170878
origin5-1,gpt-3.5-turbo,1.3,0.26419038
origin5-2,gpt-3.5-turbo,0.2,0.41075253
origin5-2,gpt-3.5-turbo,1.3,0.41014183
origin5-3,gpt-3.5-turbo,0.2,0.26413748
origin5-3,gpt-3.5-turbo,1.3,0.2753662
origin5-4,gpt-3.5-turbo,0.2,0.46738246
origin5-4,gpt-3.5-turbo,1.3,0.4928318
origin5-5,gpt-3.5-turbo,0.2,0.45316392
origin5-5,gpt-3.5-turbo,1.3,0.46008447
origin6-1,gpt-3.5-turbo,0.2,0.21166131
origin6-1,gpt-3.5-turbo,1.3,0.25110662
origin6-2,gpt-3.5-turbo,0.2,0.51981986
origin6-2,gpt-3.5-turbo,1.3,0.4565348
origin6-3,gpt-3.5-turbo,0.2,0.5939537
origin6-3,gpt-3.5-turbo,1.3,0.5255373
origin6-4,gpt-3.5-turbo,0.2,0.5742417
origin6-4,gpt-3.5-turbo,1.3,0.5937906
origin6-5,gpt-3.5-turbo,0.2,0.58707285
origin6-5,gpt-3.5-turbo,1.3,0.6024342
origin7-1,gpt-3.5-turbo,0.2,0.36084253
origin7-1,gpt-3.5-turbo,1.3,0.38949633
origin7-2,gpt-3.5-turbo,0.2,0.5152253
origin7-2,gpt-3.5-turbo,1.3,0.53304845
origin7-3,gpt-3.5-turbo,0.2,0.4252129
origin7-3,gpt-3.5-turbo,1.3,0.5255952
origin7-4,gpt-3.5-turbo,0.2,0.5719534
origin7-4,gpt-3.5-turbo,1.3,0.47385073
origin7-5,gpt-3.5-turbo,0.2,0.5786975
origin7-5,gpt-3.5-turbo,1.3,0.51389474
origin8-1,gpt-3.5-turbo,0.2,0.31407225
origin8-1,gpt-3.5-turbo,1.3,0.4001137
origin8-2,gpt-3.5-turbo,0.2,0.43445733
origin8-2,gpt-3.5-turbo,1.3,0.4164276
origin8-3,gpt-3.5-turbo,0.2,0.5779449
origin8-3,gpt-3.5-turbo,1.3,0.55049294
origin8-4,gpt-3.5-turbo,0.2,0.58675396
origin8-4,gpt-3.5-turbo,1.3,0.6374555
origin8-5,gpt-3.5-turbo,0.2,0.57348686
origin8-5,gpt-3.5-turbo,1.3,0.603943
origin9-1,gpt-3.5-turbo,0.2,0.40174088
origin9-1,gpt-3.5-turbo,1.3,0.37925124
origin9-2,gpt-3.5-turbo,0.2,0.7057488
origin9-2,gpt-3.5-turbo,1.3,0.73648906
origin9-3,gpt-3.5-turbo,0.2,0.51627284
origin9-3,gpt-3.5-turbo,1.3,0.58190423
origin9-4,gpt-3.5-turbo,0.2,0.6791869
origin9-4,gpt-3.5-turbo,1.3,0.6705862
origin9-5,gpt-3.5-turbo,0.2,0.48318475
origin9-5,gpt-3.5-turbo,1.3,0.50862366
origin1-1,mythomax-I2-13B-Q6,0.2,0.39351588
origin1-1,mythomax-I2-13B-Q6,1.3,0.46877274
origin1-2,mythomax-I2-13B-Q6,0.2,0.20867945
origin1-2,mythomax-I2-13B-Q6,1.3,0.28662005
origin1-3,mythomax-I2-13B-Q6,0.2,0.3562256
origin1-3,mythomax-I2-13B-Q6,1.3,0.39025524
origin1-4,mythomax-I2-13B-Q6,0.2,0.31299162
origin1-4,mythomax-I2-13B-Q6,1.3,0.32121214
origin1-5,mythomax-I2-13B-Q6,0.2,0.5064048
origin1-5,mythomax-I2-13B-Q6,1.3,0.5499463
origin10-1,mythomax-I2-13B-Q6,0.2,0.5119218
origin10-1,mythomax-I2-13B-Q6,1.3,0.57033354
origin10-2,mythomax-I2-13B-Q6,0.2,0.59198976
origin10-2,mythomax-I2-13B-Q6,1.3,0.5867407
origin10-3,mythomax-I2-13B-Q6,0.2,0.46776575
origin10-3,mythomax-I2-13B-Q6,1.3,0.55606276
origin10-4,mythomax-I2-13B-Q6,0.2,0.5777288
origin10-4,mythomax-I2-13B-Q6,1.3,0.5972984
origin10-5,mythomax-I2-13B-Q6,0.2,0.54014796
origin10-5,mythomax-I2-13B-Q6,1.3,0.5653032
origin2-1,mythomax-I2-13B-Q6,0.2,0.33910805
origin2-1,mythomax-I2-13B-Q6,1.3,0.3885142
origin2-2,mythomax-I2-13B-Q6,0.2,0.41616836
origin2-2,mythomax-I2-13B-Q6,1.3,0.419853
