origin1-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.44720545
origin1-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.46037772
origin1-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.26628363
origin1-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.32301143
origin1-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.28254434
origin1-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.28680122
origin1-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.1617682
origin1-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.31665283
origin1-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.29189557
origin1-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.29186386
origin10-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.4290244
origin10-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.46655527
origin10-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.4033429
origin10-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.38850555
origin10-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.41126135
origin10-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.49278182
origin10-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.45780525
origin10-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.5556801
origin10-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.5362391
origin10-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.5645602
origin2-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3977505
origin2-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.45828563
origin2-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.36148232
origin2-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.4683306
origin2-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.36989594
origin2-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.50307876
origin2-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.44212124
origin2-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.45641267
origin2-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.42274293
origin2-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.43628338
origin3-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.27837086
origin3-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.33295038
