origin1-1,gpt2-large,0.2,0.6612696
origin1-1,gpt2-large,1.3,0.58893573
origin1-2,gpt2-large,0.2,0.7242676
origin1-2,gpt2-large,1.3,0.611037
origin1-3,gpt2-large,0.2,0.6351585
origin1-3,gpt2-large,1.3,0.41811076
origin1-4,gpt2-large,0.2,0.65321743
origin1-4,gpt2-large,1.3,0.5519353
origin1-5,gpt2-large,0.2,0.69805235
origin1-5,gpt2-large,1.3,0.5017278
origin10-1,gpt2-large,0.2,0.61763805
origin10-1,gpt2-large,1.3,0.55857015
origin10-2,gpt2-large,0.2,0.52688104
origin10-2,gpt2-large,1.3,0.50933194
origin10-3,gpt2-large,0.2,0.7282677
origin10-3,gpt2-large,1.3,0.65260476
origin10-4,gpt2-large,0.2,0.6322857
origin10-4,gpt2-large,1.3,0.67609227
origin10-5,gpt2-large,0.2,0.5534002
origin10-5,gpt2-large,1.3,0.43651843
origin2-1,gpt2-large,0.2,0.7387351
origin2-1,gpt2-large,1.3,0.5821448
origin2-2,gpt2-large,0.2,0.70731586
origin2-2,gpt2-large,1.3,0.6089719
origin2-3,gpt2-large,0.2,0.60066867
origin2-3,gpt2-large,1.3,0.36854407
origin2-4,gpt2-large,0.2,0.711455
origin2-4,gpt2-large,1.3,0.4675664
origin2-5,gpt2-large,0.2,0.7384563
origin2-5,gpt2-large,1.3,0.48924482
origin3-1,gpt2-large,0.2,0.70822334
origin3-1,gpt2-large,1.3,0.4770957
origin3-2,gpt2-large,0.2,0.5291888
origin3-2,gpt2-large,1.3,0.5807712
origin3-3,gpt2-large,0.2,0.6392007
origin3-3,gpt2-large,1.3,0.43488997
origin3-4,gpt2-large,0.2,0.67188984
origin3-4,gpt2-large,1.3,0.54450566
origin3-5,gpt2-large,0.2,0.6968636
origin3-5,gpt2-large,1.3,0.5108737
origin4-1,gpt2-large,0.2,0.5602935
origin4-1,gpt2-large,1.3,0.56585354
origin4-2,gpt2-large,0.2,0.70074594
origin4-2,gpt2-large,1.3,0.57559067
origin4-3,gpt2-large,0.2,0.71684366
origin4-3,gpt2-large,1.3,0.54897547
origin4-4,gpt2-large,0.2,0.6076928
origin4-4,gpt2-large,1.3,0.52066207
origin4-5,gpt2-large,0.2,0.76202947
origin4-5,gpt2-large,1.3,0.53014237
origin5-1,gpt2-large,0.2,0.5658869
origin5-1,gpt2-large,1.3,0.67647594
origin5-2,gpt2-large,0.2,0.57658094
origin5-2,gpt2-large,1.3,0.54068065
origin5-3,gpt2-large,0.2,0.49489513
origin5-3,gpt2-large,1.3,0.5290264
origin5-4,gpt2-large,0.2,0.67744434
origin5-4,gpt2-large,1.3,0.6056234
origin5-5,gpt2-large,0.2,0.74827605
