origin1-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.44852793
origin1-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.51040125
origin1-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.27506435
origin1-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.35423714
origin1-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.27401122
origin1-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.31801438
origin1-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.19398832
origin1-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.3008693
origin1-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.29497588
origin1-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.29591152
origin10-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.35439286
origin10-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.425922
origin10-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.33812773
origin10-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.32125825
origin10-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.36722004
origin10-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.47429723
origin10-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.41145086
origin10-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.5284738
origin10-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.52342755
origin10-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.55371785
origin2-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3654404
origin2-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.4517528
origin2-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.30784142
origin2-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.38903955
origin2-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.37297022
origin2-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.44948766
origin2-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.45876706
origin2-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.47162777
origin2-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.36951047
origin2-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.4246851
origin3-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.29716393
origin3-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.2979509
origin3-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.35618308
origin3-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.3794388
origin3-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.32083422
origin3-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.41495198
origin3-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.35171568
origin3-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.36526167
origin3-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.3450613
origin3-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.3821289
origin4-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3299701
origin4-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.3534693
origin4-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.3225719
