origin1,1,gpt2-large,0.2,0.51296026
origin1,1,gpt2-large,1.3,0.41215223
origin1,2,gpt2-large,0.2,0.6001498
origin1,2,gpt2-large,1.3,0.7201528
origin1,3,gpt2-large,0.2,0.6554696
origin1,3,gpt2-large,1.3,0.6261328
origin10,28,gpt2-large,0.2,0.59290445
origin10,28,gpt2-large,1.3,0.44453913
origin10,29,gpt2-large,0.2,0.43565464
origin10,29,gpt2-large,1.3,0.6100456
origin10,30,gpt2-large,0.2,0.61376894
origin10,30,gpt2-large,1.3,0.29416046
origin2,4,gpt2-large,0.2,0.81901777
origin2,4,gpt2-large,1.3,0.4502198
origin2,5,gpt2-large,0.2,0.8252571
origin2,5,gpt2-large,1.3,0.44784826
origin2,6,gpt2-large,0.2,0.59270823
origin2,6,gpt2-large,1.3,0.60372365
origin3,7,gpt2-large,0.2,0.6292881
origin3,7,gpt2-large,1.3,0.4845214
origin3,8,gpt2-large,0.2,0.73310006
origin3,8,gpt2-large,1.3,0.53574085
origin3,9,gpt2-large,0.2,0.72598404
origin3,9,gpt2-large,1.3,0.4841105
origin4,10,gpt2-large,0.2,0.56080115
origin4,10,gpt2-large,1.3,0.49604735
origin4,11,gpt2-large,0.2,0.5195951
origin4,11,gpt2-large,1.3,0.60085946
origin4,12,gpt2-large,0.2,0.5963455
origin4,12,gpt2-large,1.3,0.470856
origin5,13,gpt2-large,0.2,0.36305302
origin5,13,gpt2-large,1.3,0.6751176
origin5,14,gpt2-large,0.2,0.67195225
origin5,14,gpt2-large,1.3,0.38280872
origin5,15,gpt2-large,0.2,0.5910947
origin5,15,gpt2-large,1.3,0.49816275
origin6,16,gpt2-large,0.2,0.7100722
origin6,16,gpt2-large,1.3,0.46178102
origin6,17,gpt2-large,0.2,0.47210702
origin6,17,gpt2-large,1.3,0.7449991
origin6,18,gpt2-large,0.2,0.77495074
origin6,18,gpt2-large,1.3,0.45683923
origin7,19,gpt2-large,0.2,0.5813348
origin7,19,gpt2-large,1.3,0.46607608
origin7,20,gpt2-large,0.2,0.55819136
origin7,20,gpt2-large,1.3,0.35223946
origin7,21,gpt2-large,0.2,0.7793045
origin7,21,gpt2-large,1.3,0.54225695
origin8,22,gpt2-large,0.2,0.6578711
origin8,22,gpt2-large,1.3,0.41763982
origin8,23,gpt2-large,0.2,0.6856167
origin8,23,gpt2-large,1.3,0.6993973
origin8,24,gpt2-large,0.2,0.56439155
origin8,24,gpt2-large,1.3,0.58627445
origin9,25,gpt2-large,0.2,0.43300366
origin9,25,gpt2-large,1.3,0.7035608
origin9,26,gpt2-large,0.2,0.5432183
origin9,26,gpt2-large,1.3,0.6031158
origin9,27,gpt2-large,0.2,0.7576665
origin9,27,gpt2-large,1.3,0.7282622
origin1,1,EleutherAI_gpt-neo-1.3B,0.2,0.6204227
origin1,1,EleutherAI_gpt-neo-1.3B,1.3,0.6230671
origin1,2,EleutherAI_gpt-neo-1.3B,0.2,0.73086804
origin1,2,EleutherAI_gpt-neo-1.3B,1.3,0.6416705
origin1,3,EleutherAI_gpt-neo-1.3B,0.2,0.8195611
origin1,3,EleutherAI_gpt-neo-1.3B,1.3,0.4221056
origin10,28,EleutherAI_gpt-neo-1.3B,0.2,0.5924022
origin10,28,EleutherAI_gpt-neo-1.3B,1.3,0.56148636
origin10,29,EleutherAI_gpt-neo-1.3B,0.2,0.7776121
origin10,29,EleutherAI_gpt-neo-1.3B,1.3,0.52455217
origin10,30,EleutherAI_gpt-neo-1.3B,0.2,0.6781908
origin10,30,EleutherAI_gpt-neo-1.3B,1.3,0.58760387
origin2,4,EleutherAI_gpt-neo-1.3B,0.2,0.77138406
origin2,4,EleutherAI_gpt-neo-1.3B,1.3,0.5679273
origin2,5,EleutherAI_gpt-neo-1.3B,0.2,0.57830346
origin2,5,EleutherAI_gpt-neo-1.3B,1.3,0.6349221
origin2,6,EleutherAI_gpt-neo-1.3B,0.2,0.64792645
origin2,6,EleutherAI_gpt-neo-1.3B,1.3,0.32612672
origin3,7,EleutherAI_gpt-neo-1.3B,0.2,0.6902257
origin3,7,EleutherAI_gpt-neo-1.3B,1.3,0.64380467
origin3,8,EleutherAI_gpt-neo-1.3B,0.2,0.72682434
origin3,8,EleutherAI_gpt-neo-1.3B,1.3,0.57206035
origin3,9,EleutherAI_gpt-neo-1.3B,0.2,0.77706546
origin3,9,EleutherAI_gpt-neo-1.3B,1.3,0.28922337
origin4,10,EleutherAI_gpt-neo-1.3B,0.2,0.7736653
origin4,10,EleutherAI_gpt-neo-1.3B,1.3,0.33162126
origin4,11,EleutherAI_gpt-neo-1.3B,0.2,0.68259656
origin4,11,EleutherAI_gpt-neo-1.3B,1.3,0.43255973
origin4,12,EleutherAI_gpt-neo-1.3B,0.2,0.70271176
origin4,12,EleutherAI_gpt-neo-1.3B,1.3,0.7538822
origin5,13,EleutherAI_gpt-neo-1.3B,0.2,0.477552
origin5,13,EleutherAI_gpt-neo-1.3B,1.3,0.6815954
origin5,14,EleutherAI_gpt-neo-1.3B,0.2,0.5989429
origin5,14,EleutherAI_gpt-neo-1.3B,1.3,0.34348026
origin5,15,EleutherAI_gpt-neo-1.3B,0.2,0.80830014
origin5,15,EleutherAI_gpt-neo-1.3B,1.3,0.40132713
origin6,16,EleutherAI_gpt-neo-1.3B,0.2,0.90993387
origin6,16,EleutherAI_gpt-neo-1.3B,1.3,0.4053027
origin6,17,EleutherAI_gpt-neo-1.3B,0.2,0.7315568
origin6,17,EleutherAI_gpt-neo-1.3B,1.3,0.35194156
origin6,18,EleutherAI_gpt-neo-1.3B,0.2,0.81385356
origin6,18,EleutherAI_gpt-neo-1.3B,1.3,0.5387368
origin7,19,EleutherAI_gpt-neo-1.3B,0.2,0.80135405
origin7,19,EleutherAI_gpt-neo-1.3B,1.3,0.5889996
origin7,20,EleutherAI_gpt-neo-1.3B,0.2,0.77065045
origin7,20,EleutherAI_gpt-neo-1.3B,1.3,0.5438827
origin7,21,EleutherAI_gpt-neo-1.3B,0.2,0.6541482
origin7,21,EleutherAI_gpt-neo-1.3B,1.3,0.5002368
origin8,22,EleutherAI_gpt-neo-1.3B,0.2,0.5714206
origin8,22,EleutherAI_gpt-neo-1.3B,1.3,0.5604208
origin8,23,EleutherAI_gpt-neo-1.3B,0.2,0.859906
origin8,23,EleutherAI_gpt-neo-1.3B,1.3,0.6829817
origin8,24,EleutherAI_gpt-neo-1.3B,0.2,0.77849275
origin8,24,EleutherAI_gpt-neo-1.3B,1.3,0.74161065
origin9,25,EleutherAI_gpt-neo-1.3B,0.2,0.70563257
origin9,25,EleutherAI_gpt-neo-1.3B,1.3,0.35280913
origin9,26,EleutherAI_gpt-neo-1.3B,0.2,0.7562618
origin9,26,EleutherAI_gpt-neo-1.3B,1.3,0.63243264
origin9,27,EleutherAI_gpt-neo-1.3B,0.2,0.70567316
origin9,27,EleutherAI_gpt-neo-1.3B,1.3,0.59123766
origin1,1,gpt-3.5-turbo,0.2,0.28557977
origin1,1,gpt-3.5-turbo,1.3,0.25731388
origin1,2,gpt-3.5-turbo,0.2,0.2856136
origin1,2,gpt-3.5-turbo,1.3,0.35328653
origin1,3,gpt-3.5-turbo,0.2,0.54318845
origin1,3,gpt-3.5-turbo,1.3,0.5873817
origin10,28,gpt-3.5-turbo,0.2,0.37782553
origin10,28,gpt-3.5-turbo,1.3,0.38208798
origin10,29,gpt-3.5-turbo,0.2,0.3134573
origin10,29,gpt-3.5-turbo,1.3,0.31689134
origin10,30,gpt-3.5-turbo,0.2,0.5800022
origin10,30,gpt-3.5-turbo,1.3,0.48450094
origin2,4,gpt-3.5-turbo,0.2,0.22263852
origin2,4,gpt-3.5-turbo,1.3,0.193982
origin2,5,gpt-3.5-turbo,0.2,0.32473344
origin2,5,gpt-3.5-turbo,1.3,0.28929
origin2,6,gpt-3.5-turbo,0.2,0.3854831
origin2,6,gpt-3.5-turbo,1.3,0.5163135
origin3,7,gpt-3.5-turbo,0.2,0.18190892
origin3,7,gpt-3.5-turbo,1.3,0.17321487
origin3,8,gpt-3.5-turbo,0.2,0.32739386
origin3,8,gpt-3.5-turbo,1.3,0.3901876
origin3,9,gpt-3.5-turbo,0.2,0.29602277
origin3,9,gpt-3.5-turbo,1.3,0.23632881
origin4,10,gpt-3.5-turbo,0.2,0.31177637
origin4,10,gpt-3.5-turbo,1.3,0.32582316
origin4,11,gpt-3.5-turbo,0.2,0.33648703
origin4,11,gpt-3.5-turbo,1.3,0.38090962
