origin1,1,gpt2-large,0.2,0.49973488
origin1,1,gpt2-large,1.3,0.47592783
origin1,2,gpt2-large,0.2,0.714402
origin1,2,gpt2-large,1.3,0.73860484
origin1,3,gpt2-large,0.2,0.7008592
origin1,3,gpt2-large,1.3,0.54079723
origin10,28,gpt2-large,0.2,0.62061703
origin10,28,gpt2-large,1.3,0.46909532
origin10,29,gpt2-large,0.2,0.5184716
origin10,29,gpt2-large,1.3,0.49749365
origin10,30,gpt2-large,0.2,0.652389
origin10,30,gpt2-large,1.3,0.399282
origin2,4,gpt2-large,0.2,0.838721
origin2,4,gpt2-large,1.3,0.49187326
origin2,5,gpt2-large,0.2,0.69024956
origin2,5,gpt2-large,1.3,0.56039774
origin2,6,gpt2-large,0.2,0.64598906
origin2,6,gpt2-large,1.3,0.508634
origin3,7,gpt2-large,0.2,0.753663
origin3,7,gpt2-large,1.3,0.4700276
origin3,8,gpt2-large,0.2,0.73335063
origin3,8,gpt2-large,1.3,0.4531587
origin3,9,gpt2-large,0.2,0.7676293
origin3,9,gpt2-large,1.3,0.5113424
origin4,10,gpt2-large,0.2,0.57559896
origin4,10,gpt2-large,1.3,0.46376747
origin4,11,gpt2-large,0.2,0.6677958
origin4,11,gpt2-large,1.3,0.5247549
origin4,12,gpt2-large,0.2,0.57343066
origin4,12,gpt2-large,1.3,0.47630787
origin5,13,gpt2-large,0.2,0.55709785
origin5,13,gpt2-large,1.3,0.6833228
origin5,14,gpt2-large,0.2,0.7228817
origin5,14,gpt2-large,1.3,0.46643978
origin5,15,gpt2-large,0.2,0.63711727
origin5,15,gpt2-large,1.3,0.52679163
origin6,16,gpt2-large,0.2,0.62806207
origin6,16,gpt2-large,1.3,0.47341618
origin6,17,gpt2-large,0.2,0.4892428
origin6,17,gpt2-large,1.3,0.7539542
origin6,18,gpt2-large,0.2,0.764423
origin6,18,gpt2-large,1.3,0.5545713
origin7,19,gpt2-large,0.2,0.65649414
origin7,19,gpt2-large,1.3,0.47173086
origin7,20,gpt2-large,0.2,0.62156045
origin7,20,gpt2-large,1.3,0.5265888
origin7,21,gpt2-large,0.2,0.70782524
origin7,21,gpt2-large,1.3,0.6061649
origin8,22,gpt2-large,0.2,0.6642551
origin8,22,gpt2-large,1.3,0.5696789
origin8,23,gpt2-large,0.2,0.7136359
origin8,23,gpt2-large,1.3,0.624932
origin8,24,gpt2-large,0.2,0.6511458
origin8,24,gpt2-large,1.3,0.61505103
origin9,25,gpt2-large,0.2,0.60850847
origin9,25,gpt2-large,1.3,0.6940323
origin9,26,gpt2-large,0.2,0.6267773
origin9,26,gpt2-large,1.3,0.5976641
origin9,27,gpt2-large,0.2,0.7608121
origin9,27,gpt2-large,1.3,0.66004443
origin1,1,EleutherAI_gpt-neo-1.3B,0.2,0.7211658
origin1,1,EleutherAI_gpt-neo-1.3B,1.3,0.4697534
origin1,2,EleutherAI_gpt-neo-1.3B,0.2,0.8256528
origin1,2,EleutherAI_gpt-neo-1.3B,1.3,0.55097103
origin1,3,EleutherAI_gpt-neo-1.3B,0.2,0.83010423
origin1,3,EleutherAI_gpt-neo-1.3B,1.3,0.3929842
origin10,28,EleutherAI_gpt-neo-1.3B,0.2,0.64670885
origin10,28,EleutherAI_gpt-neo-1.3B,1.3,0.45705003
origin10,29,EleutherAI_gpt-neo-1.3B,0.2,0.7283284
origin10,29,EleutherAI_gpt-neo-1.3B,1.3,0.4939421
origin10,30,EleutherAI_gpt-neo-1.3B,0.2,0.5733769
origin10,30,EleutherAI_gpt-neo-1.3B,1.3,0.5104598
origin2,4,EleutherAI_gpt-neo-1.3B,0.2,0.7182169
origin2,4,EleutherAI_gpt-neo-1.3B,1.3,0.53580534
origin2,5,EleutherAI_gpt-neo-1.3B,0.2,0.49960765
origin2,5,EleutherAI_gpt-neo-1.3B,1.3,0.59222716
origin2,6,EleutherAI_gpt-neo-1.3B,0.2,0.62668824
origin2,6,EleutherAI_gpt-neo-1.3B,1.3,0.49933213
origin3,7,EleutherAI_gpt-neo-1.3B,0.2,0.79698783
origin3,7,EleutherAI_gpt-neo-1.3B,1.3,0.6713344
origin3,8,EleutherAI_gpt-neo-1.3B,0.2,0.67547125
origin3,8,EleutherAI_gpt-neo-1.3B,1.3,0.5961257
origin3,9,EleutherAI_gpt-neo-1.3B,0.2,0.89205676
origin3,9,EleutherAI_gpt-neo-1.3B,1.3,0.4459547
origin4,10,EleutherAI_gpt-neo-1.3B,0.2,0.77259815
origin4,10,EleutherAI_gpt-neo-1.3B,1.3,0.41228443
origin4,11,EleutherAI_gpt-neo-1.3B,0.2,0.6775964
origin4,11,EleutherAI_gpt-neo-1.3B,1.3,0.50381726
origin4,12,EleutherAI_gpt-neo-1.3B,0.2,0.6460124
origin4,12,EleutherAI_gpt-neo-1.3B,1.3,0.7098483
origin5,13,EleutherAI_gpt-neo-1.3B,0.2,0.4523231
origin5,13,EleutherAI_gpt-neo-1.3B,1.3,0.6912939
origin5,14,EleutherAI_gpt-neo-1.3B,0.2,0.72136164
origin5,14,EleutherAI_gpt-neo-1.3B,1.3,0.41423765
origin5,15,EleutherAI_gpt-neo-1.3B,0.2,0.8411064
